cement,addition,a/c,coarse_aggregate,fine_aggregate,age,concrete_compressive_strength
451.0,0.0,0.36585365853658536,1030.0,745.0,28,78.8
516.0,0.0,0.313953488372093,801.0,802.0,28,41.37
520.0,0.0,0.3269230769230769,855.0,855.0,28,60.28
528.0,0.0,0.3503787878787879,920.0,720.0,28,56.83
520.0,0.0,0.33653846153846156,870.0,805.0,28,51.02
385.0,136.0,0.4103896103896104,903.0,768.0,28,55.55
500.1,0.0,0.3999200159968006,1124.4,613.2,28,44.13
450.1,50.0,0.44434570095534326,1124.4,613.2,28,39.38
397.0,175.2,0.42065491183879095,967.0,633.0,28,55.65
333.0,180.5,0.5015015015015015,996.0,652.0,28,47.28
334.0,175.6,0.5658682634730539,967.0,633.0,28,44.33
405.0,0.0,0.43209876543209874,1120.0,695.0,28,52.3
200.0,200.0,0.95,1145.0,660.0,28,49.25
516.0,0.0,0.313953488372093,801.0,802.0,28,41.37
145.0,235.0,1.2689655172413794,833.0,880.0,28,29.16
160.0,250.0,1.1375,824.0,879.0,28,39.4
234.0,156.0,0.8076923076923077,981.0,760.0,28,39.3
250.0,275.0,0.636,860.0,800.0,28,67.87
475.0,0.0,0.3410526315789474,1044.0,662.0,28,58.52
285.0,190.0,0.5719298245614035,1031.0,685.0,28,53.58
356.0,119.0,0.449438202247191,1061.0,657.0,28,59.0
275.0,300.0,0.5890909090909091,830.0,765.0,28,76.24
500.0,0.0,0.302,1033.0,655.0,28,69.84
165.0,143.6,0.9927272727272728,1005.6,900.9,3,14.4
165.0,260.6,1.0612121212121213,1005.8,746.6,3,19.42
178.0,248.4,1.0106741573033708,1007.3,746.8,3,20.73
167.4,258.5,1.0483870967741935,1006.3,746.6,3,14.94
172.4,186.0,0.9095127610208817,1006.3,856.4,3,21.29
173.5,223.6,0.94985590778098,1006.2,793.5,3,23.08
167.0,242.4,0.9820359281437125,1007.3,770.1,3,15.52
173.8,253.3,0.9913693901035673,1007.2,746.6,3,15.82
190.3,125.2,0.8754598003152916,1079.0,798.9,3,12.55
250.0,95.7,0.7672,948.9,857.2,3,8.49
213.5,174.2,0.7456674473067915,1043.6,771.9,3,15.61
194.7,100.5,0.8741653826399589,998.0,901.8,3,12.18
251.4,118.3,0.7673031026252983,1043.6,754.3,3,11.98
165.0,143.6,0.9927272727272728,1005.6,900.9,14,16.88
165.0,260.6,1.0612121212121213,1005.8,746.6,14,33.09
178.0,248.4,1.0106741573033708,1007.3,746.8,14,34.24
167.4,258.5,1.0483870967741935,1006.3,746.6,14,31.81
172.4,186.0,0.9095127610208817,1006.3,856.4,14,29.75
173.5,223.6,0.94985590778098,1006.2,793.5,14,33.01
167.0,242.4,0.9820359281437125,1007.3,770.1,14,32.9
173.8,253.3,0.9913693901035673,1007.2,746.6,14,29.55
190.3,125.2,0.8754598003152916,1079.0,798.9,14,19.42
250.0,95.7,0.7672,948.9,857.2,14,24.66
213.5,174.2,0.7456674473067915,1043.6,771.9,14,29.59
194.7,100.5,0.8741653826399589,998.0,901.8,14,24.28
251.4,118.3,0.7673031026252983,1043.6,754.3,14,20.73
165.0,143.6,0.9927272727272728,1005.6,900.9,28,26.2
165.0,260.6,1.0612121212121213,1005.8,746.6,28,46.39
178.0,248.4,1.0106741573033708,1007.3,746.8,28,39.16
167.4,258.5,1.0483870967741935,1006.3,746.6,28,41.2
172.4,186.0,0.9095127610208817,1006.3,856.4,28,33.69
173.5,223.6,0.94985590778098,1006.2,793.5,28,38.2
167.0,242.4,0.9820359281437125,1007.3,770.1,28,41.41
173.8,253.3,0.9913693901035673,1007.2,746.6,28,37.81
190.3,125.2,0.8754598003152916,1079.0,798.9,28,24.85
250.0,95.7,0.7672,948.9,857.2,28,27.22
213.5,174.2,0.7456674473067915,1043.6,771.9,28,44.64
194.7,100.5,0.8741653826399589,998.0,901.8,28,37.27
251.4,118.3,0.7673031026252983,1043.6,754.3,28,33.27
446.0,103.0,0.3632286995515695,967.0,712.0,28,57.03
446.0,103.0,0.3632286995515695,967.0,712.0,28,44.42
446.0,103.0,0.3632286995515695,967.0,712.0,28,51.02
446.0,103.0,0.3632286995515695,967.0,712.0,28,53.39
446.0,103.0,0.3632286995515695,967.0,712.0,3,35.36
446.0,103.0,0.3632286995515695,967.0,712.0,3,25.02
446.0,103.0,0.3632286995515695,967.0,712.0,3,23.35
446.0,103.0,0.3632286995515695,967.0,712.0,7,52.01
446.0,103.0,0.3632286995515695,967.0,712.0,7,38.02
446.0,103.0,0.3632286995515695,967.0,712.0,7,39.3
387.0,114.0,0.40568475452196384,938.0,845.0,28,50.24
387.0,114.0,0.40568475452196384,938.0,845.0,28,46.68
387.0,114.0,0.40568475452196384,938.0,845.0,28,46.68
387.0,114.0,0.40568475452196384,938.0,845.0,3,22.75
387.0,114.0,0.40568475452196384,938.0,845.0,3,25.51
387.0,114.0,0.40568475452196384,938.0,845.0,3,34.77
387.0,114.0,0.40568475452196384,938.0,845.0,7,36.84
387.0,114.0,0.40568475452196384,938.0,845.0,7,45.9
387.0,114.0,0.40568475452196384,938.0,845.0,7,41.67
355.0,116.0,0.4084507042253521,967.0,871.0,28,44.03
355.0,116.0,0.4084507042253521,967.0,871.0,28,55.45
491.0,149.0,0.42769857433808556,882.0,699.0,28,55.55
491.0,149.0,0.4093686354378819,822.0,699.0,28,57.92
491.0,149.0,0.42769857433808556,882.0,699.0,3,25.61
491.0,149.0,0.42769857433808556,882.0,699.0,7,33.49
491.0,149.0,0.4093686354378819,822.0,699.0,3,29.55
491.0,149.0,0.4093686354378819,822.0,699.0,7,37.92
424.0,154.0,0.419811320754717,822.0,750.0,28,62.05
424.0,154.0,0.419811320754717,882.0,750.0,3,32.01
424.0,154.0,0.39622641509433965,822.0,750.0,28,72.1
424.0,154.0,0.419811320754717,822.0,750.0,7,39.0
424.0,154.0,0.39622641509433965,822.0,750.0,3,32.11
424.0,154.0,0.39622641509433965,822.0,750.0,7,40.29
202.0,152.0,1.0198019801980198,942.0,801.0,28,21.97
202.0,152.0,1.0198019801980198,942.0,801.0,3,9.85
202.0,152.0,1.0198019801980198,942.0,801.0,7,15.07
284.0,156.0,0.6302816901408451,842.0,801.0,28,43.73
284.0,156.0,0.6302816901408451,842.0,801.0,3,13.4
284.0,156.0,0.6302816901408451,842.0,801.0,7,24.13
359.0,160.0,0.42896935933147634,942.0,801.0,28,62.94
359.0,160.0,0.42896935933147634,942.0,801.0,28,59.49
359.0,160.0,0.42896935933147634,942.0,801.0,3,25.12
359.0,160.0,0.42896935933147634,942.0,801.0,3,23.64
359.0,160.0,0.42896935933147634,942.0,801.0,7,35.75
359.0,160.0,0.42896935933147634,942.0,801.0,7,38.61
436.0,0.0,0.5,838.4,719.7,28,23.85
289.0,0.0,0.6643598615916955,913.2,895.3,3,11.65
393.0,0.0,0.48854961832061067,940.6,785.6,3,19.2
393.0,0.0,0.48854961832061067,940.6,785.6,28,39.6
480.0,0.0,0.4,936.2,712.2,28,43.94
480.0,0.0,0.4,936.2,712.2,7,34.57
480.0,0.0,0.4,936.2,712.2,3,24.4
333.0,0.0,0.5765765765765766,931.2,842.6,3,15.62
255.0,0.0,0.7529411764705882,889.8,945.0,7,10.22
289.0,0.0,0.6643598615916955,913.2,895.3,7,14.6
255.0,0.0,0.7529411764705882,889.8,945.0,28,18.75
333.0,0.0,0.5765765765765766,931.2,842.6,28,31.97
333.0,0.0,0.5765765765765766,931.2,842.6,7,23.4
289.0,0.0,0.6643598615916955,913.2,895.3,28,25.57
393.0,0.0,0.48854961832061067,940.6,785.6,7,27.74
255.0,0.0,0.7529411764705882,889.8,945.0,3,8.2
158.8,238.2,1.1693954659949621,1040.6,734.3,7,9.62
239.6,359.4,0.7750417362270451,941.6,664.3,7,25.42
238.2,158.8,0.7795969773299748,1040.6,734.3,7,15.69
181.9,272.8,1.0208905992303463,1012.4,714.3,28,27.94
193.5,290.2,0.9596899224806201,998.2,704.3,28,32.63
255.5,170.3,0.7268101761252446,1026.6,724.3,7,17.24
272.8,181.9,0.6807184750733137,1012.4,714.3,7,19.77
239.6,359.4,0.7750417362270451,941.6,664.3,28,39.44
220.8,147.2,0.8410326086956521,1055.0,744.3,28,25.75
397.0,0.0,0.46775818639798483,1040.6,734.3,28,33.08
382.5,0.0,0.48549019607843136,1047.8,739.3,7,24.07
210.7,316.1,0.8813478879924063,977.0,689.3,7,21.82
158.8,238.2,1.1693954659949621,1040.6,734.3,28,21.07
295.8,0.0,0.627789046653144,1091.4,769.3,7,14.84
255.5,170.3,0.7268101761252446,1026.6,724.3,28,32.05
203.5,135.7,0.9125307125307125,1076.2,759.3,7,11.96
397.0,0.0,0.46775818639798483,1040.6,734.3,7,25.45
381.4,0.0,0.4868904037755637,1104.6,784.3,28,22.49
295.8,0.0,0.627789046653144,1091.4,769.3,28,25.22
228.0,342.1,0.8144736842105262,955.8,674.3,28,39.7
220.8,147.2,0.8410326086956521,1055.0,744.3,7,13.09
316.1,210.7,0.5874723188864283,977.0,689.3,28,38.7
135.7,203.5,1.3684598378776713,1076.2,759.3,7,7.51
238.1,0.0,0.7799244015119697,1118.8,789.3,28,17.58
339.2,0.0,0.5474646226415094,1069.2,754.3,7,21.18
135.7,203.5,1.3684598378776713,1076.2,759.3,28,18.2
193.5,290.2,0.9596899224806201,998.2,704.3,7,17.2
203.5,135.7,0.9125307125307125,1076.2,759.3,28,22.63
290.2,193.5,0.6399035148173673,998.2,704.3,7,21.86
181.9,272.8,1.0208905992303463,1012.4,714.3,7,12.37
170.3,155.5,1.0904286553141513,1026.6,724.3,28,25.73
210.7,316.1,0.8813478879924063,977.0,689.3,28,37.81
228.0,342.1,0.8144736842105262,955.8,674.3,7,21.92
290.2,193.5,0.6399035148173673,998.2,704.3,28,33.04
381.4,0.0,0.4868904037755637,1104.6,784.3,7,14.54
238.2,158.8,0.7795969773299748,1040.6,734.3,28,26.91
186.2,124.1,0.9973147153598282,1083.4,764.3,7,8.0
339.2,0.0,0.5474646226415094,1069.2,754.3,28,31.9
238.1,0.0,0.7799244015119697,1118.8,789.3,7,10.34
252.5,0.0,0.7354455445544554,1111.6,784.3,28,19.77
382.5,0.0,0.48549019607843136,1047.8,739.3,28,37.44
252.5,0.0,0.7354455445544554,1111.6,784.3,7,11.48
316.1,210.7,0.5874723188864283,977.0,689.3,7,24.44
186.2,124.1,0.9973147153598282,1083.4,764.3,28,17.6
170.3,155.5,1.0904286553141513,1026.6,724.3,7,10.73
272.8,181.9,0.6807184750733137,1012.4,714.3,28,31.38
339.0,0.0,0.5811209439528023,968.0,781.0,3,13.22
339.0,0.0,0.5811209439528023,968.0,781.0,7,20.97
339.0,0.0,0.5811209439528023,968.0,781.0,14,27.04
339.0,0.0,0.5811209439528023,968.0,781.0,28,32.04
236.0,0.0,0.8220338983050848,968.0,885.0,3,6.47
236.0,0.0,0.8220338983050848,968.0,885.0,14,12.84
236.0,0.0,0.8220338983050848,968.0,885.0,28,18.42
277.0,0.0,0.6895306859205776,968.0,856.0,14,21.26
277.0,0.0,0.6895306859205776,968.0,856.0,28,25.97
277.0,0.0,0.6895306859205776,968.0,856.0,3,11.36
254.0,0.0,0.7795275590551181,968.0,863.0,3,9.31
307.0,0.0,0.6286644951140065,968.0,812.0,3,12.54
307.0,0.0,0.6286644951140065,968.0,812.0,28,27.53
236.0,0.0,0.8177966101694916,968.0,885.0,7,9.99
200.0,0.0,0.9,1125.0,845.0,7,7.84
200.0,0.0,0.9,1125.0,845.0,28,12.25
225.0,0.0,0.8044444444444444,1113.0,833.0,7,11.17
225.0,0.0,0.8044444444444444,1113.0,833.0,28,17.34
325.0,0.0,0.5661538461538461,1063.0,783.0,7,17.54
325.0,0.0,0.5661538461538461,1063.0,783.0,28,30.57
275.0,0.0,0.6654545454545454,1088.0,808.0,7,14.2
275.0,0.0,0.6654545454545454,1088.0,808.0,28,24.5
300.0,0.0,0.6133333333333333,1075.0,795.0,7,15.58
300.0,0.0,0.6133333333333333,1075.0,795.0,28,26.85
375.0,0.0,0.496,1038.0,758.0,7,26.06
375.0,0.0,0.496,1038.0,758.0,28,38.21
400.0,0.0,0.4675,1025.0,745.0,28,43.7
400.0,0.0,0.4675,1025.0,745.0,7,30.14
250.0,0.0,0.728,1100.0,820.0,7,12.73
250.0,0.0,0.728,1100.0,820.0,28,20.87
350.0,0.0,0.5314285714285715,1050.0,770.0,7,20.28
350.0,0.0,0.5314285714285715,1050.0,770.0,28,34.29
203.5,305.3,1.0,963.4,630.0,7,19.54
141.3,212.0,1.4401981599433828,971.8,748.5,28,29.89
166.8,250.2,1.2200239808153477,975.6,692.6,3,6.9
183.9,122.6,1.10657966286025,959.2,800.0,3,4.9
102.0,153.0,1.8823529411764706,887.0,942.0,3,4.57
122.6,183.9,1.6598694942903753,958.2,800.1,28,24.29
166.8,250.2,1.2200239808153477,975.6,692.6,28,33.95
200.0,133.0,0.96,965.4,806.2,3,11.41
108.3,162.4,1.8790397045244691,938.2,849.0,28,20.59
305.3,203.5,0.6665574844415328,965.4,631.0,7,25.89
141.3,212.0,1.4401981599433828,971.8,748.5,7,10.39
157.0,236.0,1.2229299363057324,935.4,781.2,28,33.66
133.0,200.0,1.443609022556391,927.4,839.2,28,27.87
250.2,166.8,0.8133493205435652,977.6,694.1,7,19.35
173.0,116.0,1.1098265895953756,946.8,856.8,7,11.39
192.0,288.0,1.0,929.8,716.1,3,12.79
192.0,288.0,1.0,929.8,716.1,28,39.32
153.0,102.0,1.2549019607843137,888.0,943.1,3,4.78
288.0,192.0,0.6666666666666666,932.0,717.8,3,16.11
305.3,203.5,0.6665574844415328,965.4,631.0,28,43.38
236.0,157.0,0.8135593220338984,972.6,749.1,7,20.42
173.0,116.0,1.1098265895953756,946.8,856.8,3,6.94
212.0,141.3,0.9599056603773585,973.4,750.0,7,15.03
236.0,157.0,0.8135593220338984,972.6,749.1,3,13.57
166.8,250.2,1.2200239808153477,975.6,692.6,7,15.75
102.0,153.0,1.8823529411764706,887.0,942.0,7,7.68
288.0,192.0,0.6666666666666666,932.0,717.8,28,38.8
212.0,141.3,0.9599056603773585,973.4,750.0,28,33.0
102.0,153.0,1.8823529411764706,887.0,942.0,28,17.28
173.0,116.0,1.1098265895953756,946.8,856.8,28,24.28
183.9,122.6,1.10657966286025,959.2,800.0,28,24.05
133.0,200.0,1.443609022556391,927.4,839.2,7,13.66
305.3,203.5,0.6665574844415328,965.4,631.0,3,14.14
108.3,162.4,1.8790397045244691,938.2,849.0,3,2.33
157.0,236.0,1.2229299363057324,935.4,781.2,7,16.89
288.0,192.0,0.6666666666666666,932.0,717.8,7,23.52
